ID,Nr.,Verantwortlich,Company,Product/Service-Title,type of offer,type of offer (detailed) 1,type of offer (detailed) 2,description,main functionalities,key benefits (features are tbd),application domain (engineering activities),Detailed appicatiion domain (engineering),Product engineering (cycles),AI potential (by Matching algorithm),KI-Tags,target group (customer type) --> Nutzer der Leister,"(technical & organisational) details (e.g. system requirements, …)",Understandability of description/material,Relevance,Capability of company to offer service/product,quality of app/service,trust score (verification concept) 0-4,contact info,pricing/license model,Link,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,391,Melina,Emax Digital,Analytics Hub,service,web service (API),Emax Digital is building a tool for AI-based reportings and recommendations on marketplaces.,"Brands and agencies use emax digital's powerful analytics hub and API to audit product portfolios, analyze marketplaces and make faster investment decisions in Vendor Central, Seller Central, Sponsored Ads, and DSP","transparency, all in one, take control, always on",different marketplaces,,,,,,,,1,5 - not relevant,1,,,,,https://www.emax-digital.com/en/home,Vertrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,86,Melina,edgecase.ai,A.I. Synthetic Data Simulator,service,web service (API),,"Edgecase is an AI & Image Recognition and labeling company, a global leader in the development of high-quality, human-annotated training data and synthetic data for machine learning and artificial intelligence.","•deliver the most valuable platform and toolset for companies utilizing A.I. to scale their businesses                                                                                                •Data Platform creating data sets / generating data                                                           highly accurate data labeling such as:
•Robotics, Retail, Security, Drones, Manufacturing, Veterinarians and more                •detection of object with synthetic data ","Fast, Accurate, Dynamic, Yours to control",,Synthetic data,,"neural network models, detection, predictive analytics ",,"software developer, AI engineer", ,0,3- AI general,0,1, ,"USA:
Brad Cohen
Brad@edgecase.ai
EMEA:
Kyle Giddens
Kyle@edgecase.ai
USA  +18573141086
 18 Shipyard Dr Suite 2A-50
Hingham, MA 02043", ,https://www.edgecase.ai/#Synthetic-Data,"app oder service?

Anmerkung:
data labeling as a service  enthält keine KI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,,EnliteAI GmbH,Protoyping and Project Delivery,service,,,"Few doubt the capabilities of AI, but many companies struggle to define concrete measures without experiencing tangible results for their own business. With our proven approach we guide our customers from feasibility studies and prototypes up to enterprise deployment within a short period.",,,AI development/deployment,,,,,,,,3- AI general,,,,,,https://www.enlite.ai/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,373,Melina,EnliteAI GmbH,Data Science platform,service,web app,"With its software solution HALerium, Erium is helping people from various disciplines to create their own AI models without needing to be data scientists.","•Collect, structure and interconnect individual pieces of information with interactive cards. •Create a coherent picture of all boundary conditions around your data science project                                                                                                                                                                           •intuitive programming interface, background computation with a preservation of state, and access to cloud resources                                                                                                   •platform for analyse data (like jupyter notebook)","•Simple handling 
•user interface 
•everything in one view ","everyone, who wants analyse their data ",service development,,,,,,,1,5 - not relevant,1,,,charged - individual,,https://erium.de,Dopplung mit ID 120 bzw. Nr 87b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,87b,Patrick,EnliteAI GmbH,Maze,app,SaaS,,"enliteAI is a technology provider for Artificial Intelligence. We are the maker of MazeRL, an open-source framework for applied Reinforcement Learning and Detekt, a modern geospatial data platform supporting the entire mobile mapping and asset management life cycle.",#NAME?,#NAME?,,,,,,,,,3- AI general,,,,,The company must be contacted for information,https://enlite.ai,"eher raus: kein Bezug zu PE
nur Unterstützung der Entwicklung von Reinforcement Learning Anwendungen

Detekt und Energy nicht geeignet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,89,Melina,exoiq, , , ,,Exoskelette für den professionellen Einsatz in ? Industrie ? Handwerk ? Logistik ? Mit exoIQ physischer Belastung am Arbeitsplatz begegnen!, , , ,, , ,, , , ,5 - not relevant, , , , , ,https://exoiq.com, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,88,Melina,ERIUM GmbH,Halerium,App,Programming Interface,,As a data scientist you have to handle a lot of use-case-specific information to make your project successful. This quickly results in an overwhelming variety of platforms you have to handle. With Halerium you unify a structured knowledge base with your corresponding machine learning implementations.,#NAME?,#NAME?,AI development/deployment,,,,,,,,3- AI general,,,0,,"The company must be contacted for information
two options:

1. free Version
2. insider program",https://erium.de/,Platform for developing ML applications etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,330,Melina,explorate,Data Science academy ,service,"consulting, workshops, training",Our Data Product Factory supports companies in strategic planning and operational implementation of their digital agenda,"•AI workshops, consulting, training                                                                               •Data Product Factory supports companies in the strategic planning and operational implementation of their digitalization agenda    ", ,Companies interested in AI,service development,, ,wide range of services ,, ,0,1,5 - not relevant,1, ,"welcome@explorate.ai
+49 151 58402693
Ostendstraße 25, 12459 Berlin", ,,https://explorate.ai,"not relevant, Dopplung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,90,Melina,explorate,Data Product Factory,service,"consulting, workshops, training",,"Innerhalb der Data Product Factory begleiten wir Unternehmen bei der operativen Realisierung von Daten- und KI-Projekten. Je nach Bedarf fungieren unsere Mitarbeiter als Entwickler, Scrum-Master oder Projektmanager. Als Berater begleiten wir Unternehmen bei strategischen Fragestellungen zur Digitalisierung und zum dazugehörigen Ökosystem.","•AI workshops, consulting, training                                                                               •Data Product Factory supports companies in the strategic planning and operational implementation of their digitalization agenda    ", ,AI development/deployment,,, ,,wide range of services , ,0,3- AI general,1,1, ,"welcome@explorate.ai
+49 151 58402693
Ostendstraße 25, 12459 Berlin", ,https://explorate.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,Melina,Explosion,spaCy,,module in softwareplatform,Explosion AI is a digital studio specialising in Artificial Intelligence and Natural Language Processing,"spaCy is a free, open-source library for advanced Natural Language Processing (NLP) in Python. It’s designed specifically for production use and helps you build applications that process and “understand” large volumes of text. It can be used to build information extraction or natural language understanding systems, or to pre-process text for deep learning","Streamlined, Production ready,  Predictable,Maintainable",not defined ,AI development/deployment,,,,,,,1,3- AI general,1,,,,,https://explosion.ai/software,"app or service?
Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,91,Patrick,facteus,Facteus,service,source code,,"Offering the largest debit & credit card transaction data set in the 
Alternative Data industry.",#NAME?,#NAME?,#NAME?,,,,,,,,5 - not relevant,,,,,The company must be contacted for information,https://facteus.com,"Focus on finance

API are also used for the integration, and source code is also installed at firewall level",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400a,,Explosion,Thinc,,,,"Thinc is a lightweight deep learning library that offers an elegant, type-checked, functional-programming API for composing models, with support for layers defined in other frameworks such as PyTorch, TensorFlow or MXNet. You can use Thinc as an interface layer, a standalone toolkit or a flexible way to develop new models.",,,AI development/deployment,,,,,,,,3- AI general,1,,,,,https://explosion.ai/software,"app or service?
Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,372,Melina,FactoryPal,FactoryPal Boost,service & app,"workshops, training, web app","FactoryPal is a cloud-based solution built with artificial intelligence (AI) and IIoT at its core. With cutting-edge technology at its foundation, this plug and play solution is a fast track to upgrade manufacturing facilities and to bring them into the Industry 4.0 space by enabling them to compete in the new space of connectivity and smart data utilisation. The overall purpose of FactoryPal is to optimise the OEE of a manufacturing operation.","The Boost solution is laser-focused on centerline efficiency and built to constantly optimize machine settings for the highest OEE. Boosting OEE by machine learning is at the core of our solution.

Seize your opportunity to increase at least 5% points in OEE with an AI-based algorithm that holistically analyzes each individual production lines' data for every specific production run. OEE reductions are primarily driven by a more stable production at increased speed and at constant quality, depicted by up to 50% less downtimes.

Empower your process engineers to digitalize the centerlining process and machine operators with our mobile app to keep full control over the machine parameter settings. This increased control allows as well to use your machine assets more flexibly with more products at > 10% reduced change over times.","boost, reduce downtimes and risks, decrease costs",manufacturing ,Production / manufacturing,Machine setting optimization,,,,,,1,2 - production,1,,"info@factorypal.com
FactoryPal GmbH
c/o AI Campus
Max-Urich-Str. 3
13355 Berlin",,,https://factorypal.com/solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,92,,Falkonry,Falkonry Clue,,,,"Combining operationl AI with operation expertise to produce alerts in timely and understandable manner. Alerts are related to unexpected and potentially adverse operations, and to understand the root cause analysis.",,,Production / manufacturing,Predictions,,,,,,,2 - production,,,,,,https://falkonry.com/falkonry-clue/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,93,,Falkonry,Falkonry Workbench,,,,"A cloud based system integerated with Machine learning models to produce warning of failure conditions, predicting the quality of the product, estimating the life of the product and its time to failure rate. ",,,Production / manufacturing,Predictions,,,,,,,2 - production,,,,,,https://falkonry.com/falkonry-workbench/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,387,Melina,fernride,Autonomous driving in the logistic,service,SaaS,FERNRIDE enables automated and sustainable logistics by combining the human skills of in-office drivers - known as teleoperators - with autonomous driving technology in a scalable platform.,•combining experienced drivers with latest autonomous technologies                      •integrate remotely operated vehicles into operations and fleets; without changing or interrupting existing processes        ,"empowers driver, service reliablity, human&machine collaboration, seamless integration",logistic,production systems development,,,,,,,,5 - not relevant,1,,"info@fernride.com
Joseph-Dollinger-Bogen 28
80807 Munich
Germany",,,https://www.fernride.com/,"Fokus auf Automatisierung der Logistik

Solution Titel passt nicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,94,,Falkonry,Falkonry LRS,,,,"A pre-packaged machine learning system that enables predictive operations. It is built for industrial practitioners such as Production, process & quality engineers so that they can leverage machine learning (ML) without requiring the assistance of data scientists.",,,Production / manufacturing,Predictions,,,,,,,2 - production,,,,,,https://falkonry.com/falkonry-lrs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,95,,FIBRES Online Ltd,Fibres,,,,"A cloud based platform which allows to collect related data from various sources (News, commercial sites, etc.). The data is then structured and used accordingly.",,,Foresight and technology/trend management,,Strategic product planning,,,,,,1 - product engineering,,,,,,https://www.fibresonline.com/features,"
AI Picks
Benefit from AI-powered linkage suggestions.

(geringer KI-Anteil)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,97,,FINDEST,Technology Scouting ,,,,Using AI it helps the Research and Development team of a company to find the technologies which are the best in their interests. ,,,,,,,,,,,5 - not relevant,,,,,,https://www.findest.eu/,Dopplung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,98,Patrick,"Functionize, Inc.",Functionize,app,web app,,Functionize smart test automation lets anyone create end-to-end tests in minutes. Tests are powered by AI/ML to run on any browser and self heal as your site changes.,#NAME?,#NAME?,,,product development,,,,,,5 - not relevant,,,,,The company must be contacted for information,https://functionize.com,"Übergreifend, kein Produkt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,96,Patrick,FINDEST,IGOR^AI,app,desktop app,,Technology scouting using IGOR^AI. Find all technologies fast using artificial intelligence.,#NAME?,#NAME?,Foresight and technology/trend management,,Strategic product planning,,,,,,1 - product engineering,,,,,The company must be contacted for information,https://findest.eu,"Combinmation of app and service

NLP is used",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,99,,"Functionize, Inc.",Functionize Architect,,,,With the help of advance Machine Learning models it enables the creation of test cases that can be validated automaticaly through the usage of ML assistant. ,,,Software testing,,product development,,,,,,1 - product engineering,,,,,,https://www.functionize.com/architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,100,,"Functionize, Inc.",Natural Language Processing,,,,Using NLP engine the test cases writen in a plain english are converted into fully functional tests. This allows every stackholder to provide their input and make the test cases more viable. ,,,Software testing,,product development,,,,,,1 - product engineering,,,,,,https://www.functionize.com/natural-language-processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,101,,"Functionize, Inc.",Self-Healing,,,,"Tests that evolve with your application
Fixing broken tests wastes time. Let  machine learning maintain your tests so you can focus on building great products.",,,Software testing,,product development,,,,,,1 - product engineering,,,,,,https://www.functionize.com/self-healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,102,,Futureplatforms,Futures Platforms,,,,"A strategy is developed through rigorous market and user analysis to form data-driven recommendations. Based on these recommendations a design is created, and then product is being engineered and deployed. ",,,Foresight and technology/trend management,,Strategic Product Planning,,,,,,1 - product engineering,,,,,,https://www.futureplatforms.com/services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,380,Melina,German Autolabs,Voice Assistance,app,web service (API),"German Autolabs is a pioneer in automotive voice AI. Its Automotive Voice Assistance platform offers a full stack conversational assistance solution for the mobility sector. The fully offline-capable platform provides customizable white-label technology solutions for global verticals such as automotive, fleet management, insurance and aftermarket consumer electronics. Powered by the platform, businesses take disruptive voice products and solutions to market, fast.","builds powerful voice assistance solutions to augment the daily workflows of professional drivers, couriers and delivery teams. Deployed as driver apps and in scanners or vehicles, our assistants increase efficiency and provide a better quality of service","efficiency, quality, preconfigured, powerful",logistic/transport/mobility sector ,,,,,,,,1,5 - not relevant,1,,"Köpenicker Straße 154A
10997 Berlin",,,https://www.germanautolabs.com/solutions,"zu weit weg von PE
Sprachassistenten für Arbeitsabläufe von Mitarbeitern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,374,Melina,GaussML,Optimyzer,app,web service (API),"GaussML provides an AI assistant for manufacturing companies that quickly understands how the settings of a machine affect its performance. Finding better settings faster reduces costs during set-up, increases the output during series production, and most importantly reduces carbon emissions.","•Optimyzer is an intelligent wizard that helps you find better settings for your production machine (does not require installation of additional sensors or special connectors -> necessary is laptop, smartphone or tablet)                                                                                 •KI supported coordination with the machines ",Faster and flexible production,industry manufacturing ,AI assistance,,,,,,,1,2 - production,0,,,,,https://www.gauss-ml.com/#optimyzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,402,Melina,Glanos ,NLP and Buisness,app,web app,"Glanos is a Munich-based software company developing AI-powered products for natural language processing and understanding. Our main product, news-monitor.ai, provides in-depth information on businesses and helps teams to monitor business signals in newswire. Our second product, anonymization.ai, is a platform for securing data privacy in unstructured documents using anonymization and pseudonymization. We also develop tools for high-end custom text analytics and maintain our own international business data (e.g. for smart lead generation).","Monitor business-relevant news collaboratively as a team to inform stakeholders and participants more comprehensively and quicker than ever before.

•Our collaborative AI platform news-monitor.ai constantly ingests several thousand news sources and determines their relevancy using novel NLP technologies.
•Relevant company and market signals are extracted, condensed and enhanced for searching, sorting and compiling.
•More and better research work can be done in a shorter period of time.","cutting edge, customizable",not defined ,,,,,,,,,5 - not relevant,1,,"Glanos GmbH

Address: Lindwurmstr. 217, 80337 München, Germany
Phone: +49-89-998-299-150
Email: info@glanos.com",,,https://www.glanos.de/,"falscher Titel
zu allgemeine Produkte, z. B. allgemeines Monitoring von Nachrichten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,363,Melina,Gestalt Robotics,EfficientAI,service,web app,"Gestalt Robotics is a software and solution provider working at the interface of classic industrial automation and artificial intelligence. We accompany our clients in the innovation process from ideation through prototyping to the integration of finished products. In addition to software development, the range of services includes consulting activities (e.g. feasibility studies and automation concepts) as well as support for the customer after the end of the project.                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ","•advise and develop individual automation solutions with our technology toolbox, modular and scalable. Benefit from our experience and our broad technology portfolio                       •develop and integrate precisely fitting 2D and 3D image processing systems using established as well as new machine learning methods and enable application-specific automation  ",•in-depth domain knowledge extensive              •understanding of the needs,"Robotics, autonomos vehicles, manufacturing industry",,quality,,,,,,1,2 - production,1,,"SCHLESISCHE STR. 26 (C5), 10997 BERLIN, GERMANY +493061651560 INFO@GESTALT-ROBOTICS.COM",,,https://www.gestalt-robotics.com/efficientai,andere Produkte nicht geeignet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103,,GoDataDriven,Organize,service,,,"You can not start your journey if you do not know where you are. We assess your AI maturity level on people and skills, tools and technology, and data and help you to to design and execute the journey to grow your AI capabilities.

    Design your Data and AI strategy
    Assess your AI maturity with our AI Maturity Scan
    Build and grow your AI Capability
    AI Maturity Assessment",,,,,,,,,,,3- AI general,,,,,,https://godatadriven.com/what-we-do/organize/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103a,,GoDataDriven,Build,service,,,We build solutions with data and AI: from concept to prototype and to production-ready application. We can be the partner that gets your organization ready to run solutions at enterprise scale with ease!,,,AI development/deployment,,,,,,,,3- AI general,,,,,,https://godatadriven.com/what-we-do/build/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103b,,GoDataDriven,GoDataDriven Academy,service,,,"The data field is dynamic like no other. Developing your skills is key to staying ahead.

No matter if you are a data professional looking for a public class to join, or an enterprise seeking to mature the data and AI skill level of the entire organization:  GoDataDriven provides the experience, flexibility, and digital curriculum.",,,,,,,,,,,3- AI general,,,,,,https://godatadriven.academy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,105,Patrick,goodIP,GoodIP,app,web app,,"Intelligent risk assessment (for idea theft) , strategies for protection of intellectual property ",,#NAME?,#NAME?,,product development,,,,,,5 - not relevant,,,0,,"GoodIP GO
$1199 one time
Patent attorney
$500 per hour
Online research
""Free""",https://goodip.io/,Keine KI erkennbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,106,Patrick,goodIP,GoodIP AI ,app,web service (API),,Patent insights for tech companies driven by AI,efficient patent portfolio evaluation by AI,"433+ newly created metrics enable the AI to see patents from a highly objective perspective; no expensive legal fees; understandable patent overview; investment insights, cleantech insights",Patent analysis,,product development,"patent analysis, competitor analysis",,"CEO, Business Analyst",access to demo dahboard,,5 - not relevant,,,0,,charged - usage based,https://goodip.io/ai.html,"Keine KI erkennbar; Titel nicht auffindbar, PE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,107,Melina,GoodIP,GoodIP AI Analysis,App,Web/Desktop Interface,,"Getting an objective and quick overview of hundreds of patents is not possible by human evaluation, but business decisions should always be based on sound data. That is why we have made it our mission to make patents understandable for everyone. We enable our customers to quickly understand their patent portfolio, that of their competitors or a potential investment target and to derive actions from it with the help of artificial intelligence. Our models have been trained with hundreds of new, innovative metrics of several hundreds of thousands of patents and therefore now allow objective conclusions without human interaction. Our customer receives insights into whether the analyzed patent portfolio is future-proof and on the performance of previous investments.",#NAME?,#NAME?,,,Service development,,,,,,5 - not relevant,,,0,,The company must be contacted for information,,Keine KI erkennbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
